ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001140361-24-035543	KKR GROUP HOLDINGS CORP. By: /s/ Christopher Lee Name: Christopher Lee Title: Secretary	02-AUG-2024
0001140361-24-035543	KKR GROUP ASSETS HOLDINGS II L.P., By: KKR Group Assets II GP LLC, its general partner By: /s/ Christopher Lee Name: Christopher Lee Title: Secretary	02-AUG-2024
0001140361-24-035543	KKR GROUP ASSETS II GP LLC, By: /s/ Christopher Lee Name: Christopher Lee Title: Secretary	02-AUG-2024
0001140361-24-035543	KKR GROUP PARTNERSHIP L.P. By: KKR Group Holdings Corp., its general partner By: /s/ Christopher Lee Name: Christopher Lee Title: Secretary	02-AUG-2024
0000875320-24-000200	/s/ Christiana Stevenson, Attorney-in-Fact	02-AUG-2024
0000799292-24-000074	/s/Phillip G. Creek	02-AUG-2024
0001415889-24-020611	/s/ Joshua L. Colburn, Attorney-in-Fact	02-AUG-2024
0001977249-24-000074	/s/ Greg C. Gantt	02-AUG-2024
0001628280-24-034405	/s/ Craig D. Apolinsky, Attorney-in-Fact for Lisa M. Bachmann	02-AUG-2024
0001415889-24-020610	/s/ Joshua L. Colburn, Attorney-in-Fact	02-AUG-2024
0001171843-24-004403	/s/ Carl A. Merton, as Attorney-in-Fact for Irwin D Simon	02-AUG-2024
0000950170-24-089958	/s/ Marissa Donovan, attorney-in-fact	02-AUG-2024
0001415889-24-020608	/s/ Joshua L. Colburn, Attorney-in-Fact	02-AUG-2024
0001225208-24-007803	Anthony J. Salerno, Jr., Attorney-in-Fact	02-AUG-2024
0001225208-24-007802	Anthony J. Salerno, Jr., Attorney-in-Fact	01-AUG-2024
0001225208-24-007801	David Kwon (POA on File)	02-AUG-2024
0001225208-24-007800	David Kwon (POA on File)	02-AUG-2024
0001171843-24-004402	/s/ Carl A. Merton	02-AUG-2024
0000799292-24-000072	/s/Ann Marie W. Hunker	02-AUG-2024
0001171843-24-004401	/s/ Mitchell Gendel	02-AUG-2024
0001415889-24-020607	/s/ Lindsey Cochran, by power of attorney	02-AUG-2024
0000950170-24-089952	/s/ Laura Anne Kenwick, as-attorney-in-fact	02-AUG-2024
0001171843-24-004400	/s/ Carl A. Merton, as Attorney-in-Fact for Denise M. Faltischek	02-AUG-2024
0001576427-24-000100	/s/ Ryan Damon, as attorney-in-fact for Brian Gleason	02-AUG-2024
0000921895-24-001675	By: /s/ Maria Reda as attorney-in-fact for Eric P. Karros	02-AUG-2024
0001625641-24-000111	/s/ Michael S. Lafair	02-AUG-2024
0001437749-24-024481	/s/ Heather Roemer, as Attorney-in-Fact for Zeenat Sidi	01-AUG-2024
0001477294-24-000157	/s/ Martha N. Sullivan	02-AUG-2024
0001493152-24-030078	/s/ Scott M. Boruff, Manager	02-AUG-2024
0001493152-24-030076	/s/ Scott M. Boruff	02-AUG-2024
0001062993-24-014364	FCMI Parent Co. By: /s/ Dan Scheiner, Vice President	02-AUG-2024
0001062993-24-014364	/s/ Jill Sanchez, Attorney-in-Fact for Albert D. Friedberg	02-AUG-2024
0001493152-24-030075	/s/ Gregory S. Bench	02-AUG-2024
0001903601-24-000078	/s/ Todd B. Skelton, by Power of Attorney for HF Direct Investments Pool, LLC	02-AUG-2024
0001493152-24-030072	/s/ Charles B. Lobetti, III	02-AUG-2024
0001562180-24-005957	/s/ Veena Bhatia, Attorney-in-Fact for Belsky Scott	02-AUG-2024
0001104659-24-085354	By: /s/ Joseph Valane, General Counsel & Secretary	02-AUG-2024
0001415889-24-020605	/s/ Darren DeStefano, Attorney-in-Fact	02-AUG-2024
0001127602-24-021474	Melissa J. Gambol, Power of Attorney	02-AUG-2024
0001415889-24-020604	/s/ Jason Minio, Attorney-in-Fact	02-AUG-2024
0001415889-24-020603	/s/ Larry O'Connell, Attorney-in-Fact	02-AUG-2024
0001562180-24-005956	/s/ Veena Bhatia, Attorney-in-Fact for Farquhar Scott	02-AUG-2024
0000950170-24-089942	/s/ Frederic Arndts, managing director of KG CURA Vermogensverwaltung G.m.b.H. & Co., For: Alexander Otto	02-AUG-2024
0000950170-24-089938	/s/Jason W. Joseph, Attorney-in-fact for Ginger Zhou	02-AUG-2024
0000950170-24-089937	/s/Jason W. Joseph, Attorney-in-fact for Robin Vacha	02-AUG-2024
0000093751-24-000667	/s/ Shannon C. Stanley, Attorney-in-fact	02-AUG-2024
0001562180-24-005955	/s/ Veena Bhatia, Attorney-in-Fact for Cannon-Brookes Michael	02-AUG-2024
0001654954-24-009884	/s/Catherine Gorecki by power of attorney filed 2/10/2022	02-AUG-2024
0001437749-24-024480	/s/ Raj Kanuru, Attorney in Fact	02-AUG-2024
0001127602-24-021473	/s/ Suzanne Murray, as attorney-in-fact	02-AUG-2024
0001127602-24-021472	Melissa J. Gambol, Power of Attorney	02-AUG-2024
0001415889-24-020602	/s/ Wendy B. Mahling for Robert F. Sharpe, Jr.	02-AUG-2024
0000059478-24-000180	/s/ Jonathan Groff for Melissa Seymour, pursuant to authorization on file	02-AUG-2024
0001104485-24-000151	/s/ Stephanie L. Horton as attorney-in-fact	02-AUG-2024
0001225208-24-007798	/s/ Kristine Hutchinson, Attorney-in-Fact	02-AUG-2024
0000950170-24-089935	/s/ Todd Girolamo	02-AUG-2024
0001104485-24-000150	/s/ Stephanie L. Horton as attorney-in-fact	02-AUG-2024
0001415889-24-020601	/s/ Michelle Gilson, as Attorney-in-Fact	02-AUG-2024
0001562180-24-005954	/s/ David B. Foshee, Attorney in Fact	02-AUG-2024
0001213900-24-064728	/s/ Eric A Adams, attorney-in-fact for Mrs. Alexandra Diane Janet Mancini	02-AUG-2024
0001645070-24-000127	/s/ Amanda DeGasperi, Attorney-in-Fact for Lou Paglia	02-AUG-2024
0001415889-24-020600	/s/ James Spolar, Attorney-in-Fact	02-AUG-2024
0001104659-24-085348	/s/ Bryan Phillips, Attorney-in-Fact for Melissa Mann	02-AUG-2024
0001059556-24-000136	Elizabeth McCarroll by power of attorney for Stephen T. Tulenko	02-AUG-2024
0001628280-24-034392	/s/ Michael Karavitis	02-AUG-2024
0001104659-24-085347	/s/ Donald P. Hileman by Shannon M. Kuhl, P.O.A.	02-AUG-2024
0001628280-24-034391	/s/ Stuart Drummond	02-AUG-2024
0001062993-24-014361	Donna Kalazdy, by power of attorney for Christopher Jones	02-AUG-2024
0000950170-24-089919	/s/ Robert J. Ben, attorney-in-fact for Robert H. Kluge	02-AUG-2024
0001062993-24-014359	Donna Kalazdy, by power of attorney for Carrie L Byington	02-AUG-2024
0001437749-24-024474	/s/ Corey E. Moore	02-AUG-2024
0000950170-24-089912	/s/ Robert J. Ben, attorney-in-fact for Kathleen McNally	02-AUG-2024
0001493152-24-030062	/s/ Ryan McMillian	02-AUG-2024
0000350852-24-000110	David Andrew Jones By: Cynthia L Adkins, Attorney-in-Fact	02-AUG-2024
0001127602-24-021470	/s/ Jill L. Urey, Attorney-in-fact	02-AUG-2024
0001628280-24-034378	/s/ James Cacioppo	02-AUG-2024
0001240085-24-000042	Randall G. Ray, attorney-in-fact	02-AUG-2024
0000950170-24-089891	/s/ Elizabeth Vonne - Attorney-in-Fact	02-AUG-2024
0001562180-24-005953	/s/ Michael J Sewell	01-AUG-2024
0001562180-24-005952	/s/ Charles O Schiff	01-AUG-2024
0001240085-24-000041	Randall G. Ray, attorney-in-fact	02-AUG-2024
0001701004-24-000003	/s/ Mark C. Krebs	02-AUG-2024
0000950170-24-089874	/s/ Terence W. Waldorf Attorney-in-Fact for Bernie G. Wolford	02-AUG-2024
0001628280-24-034370	/s/  Diane Wood, Attorney-in-Fact	02-AUG-2024
0001628280-24-034368	/s/  Diane Wood, Attorney-in-Fact	02-AUG-2024
0001628280-24-034366	/s/  Diane Wood, Attorney-in-Fact	02-AUG-2024
0001104659-24-085319	/s/ Seth Burroughs	02-AUG-2024
0001104659-24-085318	/s/ Robert D'Loren	02-AUG-2024
0001225208-24-007796	Anthony G. Morrow, Attorney-in-fact for Sonsteby, Charles M.	02-AUG-2024
0000860413-24-000120	/s/ Kirk D. Jensen, as attorney in fact for reporting person	02-AUG-2024
0001772652-24-000009	/s/ Stephanie Swan, by Power of Attorney	02-AUG-2024
0001127602-24-021467	/s/ Eric W. Taylor	02-AUG-2024
0000950170-24-089824	By:  Michelle S. Hickox      Attorney in Fact for      Kirk W. Thaxton	02-AUG-2024
0000950170-24-089823	/s/ Piper P. Erwin, attorney-in-fact for Stephen C. Massanelli	02-AUG-2024
0001709738-24-000011	/s/ Stephanie Swan, by Power of Attorney	02-AUG-2024
0000784977-24-000139	Kristina Benson Power of Attorney on behalf of Joseph R. Trpik Jr.	02-AUG-2024
0001410636-24-000146	/s/ Jeffrey M. Taylor, as attorney-in-fact for Cheryl Norton	02-AUG-2024
0001410636-24-000145	/s/ Jeffrey M. Taylor, as attorney-in-fact for Stacy A. Mitchell	02-AUG-2024
0001410636-24-000144	/s/ Jeffrey M. Taylor, as attorney-in-fact for John C. Griffith	02-AUG-2024
0001410636-24-000143	/s/ Jeffrey M. Taylor, as attorney-in-fact for David M. Bowler	02-AUG-2024
0001540354-24-000009	/s/ Stephanie Swan, by Power of Attorney	02-AUG-2024
0001562180-24-005940	/s/ Courtney Vomund as attorney in fact for Koonce Paul D	02-AUG-2024
0001875999-24-000002	James E. Brophy, Attorney in Fact	02-AUG-2024
0001127602-24-021464	By: Paul A. Steiner    For: Jonathan M. Kemper	02-AUG-2024
0001127602-24-021462	By: Paul A. Steiner   For: June McAllister Fowler	02-AUG-2024
0001127602-24-021460	/s/ By: Paul A. Steiner	02-AUG-2024
0001493152-24-030022	/s/ Roger Kent Almond	02-AUG-2024
0001493152-24-030023	/s/ SYED KAUSAR KAZMI	02-AUG-2024
0001493152-24-030018	/s/ Patti L. W. McGlasson	02-AUG-2024
0001493152-24-030020	/s/ Naeem Ghauri	02-AUG-2024
0001493152-24-030016	/s/ Malea Farsai	02-AUG-2024
0001493152-24-030021	/s/ Najeeb Ghauri	02-AUG-2024
0001493152-24-030017	/s/ Mark Caton	02-AUG-2024
0001493152-24-030019	/s/ Michael Richard Francis	02-AUG-2024
0001295394-24-000007	James E. Brophy, Attorney in Fact	02-AUG-2024
0001437749-24-024437	/s/ Allison R. Mahaney, Attorney-in-Fact for Matthew P. Deines	02-AUG-2024
0000020430-24-000006	/s/ Tina Carew, Attorney-in-Fact, for Invesco Ltd.	02-AUG-2024
0000020430-24-000006	/s/ Tina Carew, Attorney-in-Fact, for Invesco Advisers, Inc	02-AUG-2024
0001437749-24-024435	/s/ Jay Kesslen, attorney-in-fact	02-AUG-2024
0001747068-24-000056	/s/ Lucas Stewart, attorney in fact	02-AUG-2024
0001437749-24-024432	/s/ Thomas J. Chmelik, attorney-in-fact	02-AUG-2024
0001368622-24-000084	Colby Petersen, attorney-in-fact	02-JUL-2024
0001782435-24-000003	Michelle R. Keating, as attorney-in-fact for Sanjay K. Chowbey	02-AUG-2024
0001437749-24-024427	/s/ Jay Kesslen, attorney-in-fact	02-AUG-2024
0001613103-24-000100	/s/ Thomas L. Osteraas, attorney-in-fact	02-AUG-2024
0001132651-24-000026	Scott T Bauer	02-AUG-2024
0001127602-24-021458	/s/ Joanna M. Totsky, Attorney-in-Fact	02-AUG-2024
0001127602-24-021457	/s/ Joanna M. Totsky, Attorney-in-Fact	02-AUG-2024
0000084839-24-000095	/s/ Elizabeth B. Chandler	02-AUG-2024
0000950170-24-089716	/s/ Maria Teresa Punsalan, attorney-in-fact for Darren Jeffrey Watt	02-AUG-2024
0000950170-24-089715	/s/ Maria Teresa Punsalan, attorney-in-fact for James J. Jeter	02-AUG-2024
0000950170-24-089713	/s/ Maria Teresa Punsalan, attorney-in-fact for James F. Kessler	02-AUG-2024
0001415889-24-020579	/s/ Thomas J. Bell, III, Attorney-in-fact for John Barkidjija	02-AUG-2024
0001127602-24-021455	/s/ M. Kathryn Rickards, attorney-in-fact	02-AUG-2024
0001628280-24-034321	Laura Gleason, Attorney-in-Fact for Michael P. Lyons	02-AUG-2024
0001062993-24-014344	Daniel Ackerman by Kimberly Chainey as attorney-in-fact	02-AUG-2024
0001415889-24-020577	/s/ Stacy L. Bogart, Attorney-in-Fact	02-AUG-2024
0001062993-24-014340	Daniel Ackerman by Kimberly Chainey as attorney-in-fact	02-AUG-2024
0001104659-24-085244	/s/Kelly M. Dvorak, attorney in fact	02-AUG-2024
0001628280-24-034317	/s/ Katherine E. Schuelke, attorney-in-fact	02-AUG-2024
0001132651-24-000025	John P Nelson by power of attorney	02-AUG-2024
0001225208-24-007794	Susan E. Grant, by power of atty., for Rady A. Johnson	02-AUG-2024
0001225208-24-007793	Susan E. Grant, by power of atty., for Jennifer B. Damico	02-AUG-2024
0001225208-24-007792	Susan E. Grant, by power of atty., for Albert Bourla	02-AUG-2024
0001059213-24-000025	Russell Kamerman, on behalf of Winmill & Co. Incorporated	02-AUG-2024
0000950170-24-089691	/s/Beverly J. Dozier, by power of attorney	02-AUG-2024
0000907242-24-000011	Bob Farahi	02-AUG-2024
0000950170-24-089682	Brad Nelson as Attorney in Fact for Farhad Fred Ebrahimi	02-AUG-2024
0000072331-24-000097	Jennifer L. McDonough on behalf of Annette K. Clayton	02-AUG-2024
0001398889-24-000186	/s/ David C. House, Attorney-in-Fact for William Fehrman	02-AUG-2024
0001443984-24-000186	/s/ Kathy L. Uttley as attorney-in-fact for Stephen L. Johnson	02-AUG-2024
0001116354-24-000018	/s/ Joseph G. Baldwin	02-AUG-2024
0001415889-24-020575	/s/ J. Andrew Murphy	01-AUG-2024
0001562180-24-005937	/s/ Matthew Zinn, Attorney-in-Fact	02-AUG-2024
0000939057-24-000198	/s/Benjamin Crowl	01-AUG-2024
0001127602-24-021449	/s/ Lynn M. Floeter, attorney-in-fact for Derek S. Meyer	02-AUG-2024
0001941385-24-000001	/s/ Nasser Watar	02-AUG-2024
0001035422-24-000017	Ryan Khouri	02-AUG-2024
0001104659-24-085195	/s/ Frank Castellucci, Attorney-in-Fact for Jeff Fagnan	02-AUG-2024
0001050825-24-000137	Liesl A. Maloney, by power of attorney	02-AUG-2024
0001127602-24-021447	By: Paul A. Steiner   For: Christine B. Taylor	01-AUG-2024
0001127602-24-021446	By: Paul A. Steiner     For: Todd R. Schnuck	01-AUG-2024
0001127602-24-021445	By: Paul A. Steiner    For: Benjamin F. Rassieur III	01-AUG-2024
0001127602-24-021444	/s/ Patricia L. Meagher, attorney-in-fact for Theresa E. Reinseth	02-AUG-2024
0001127602-24-021443	By:  Paul A. Steiner  For:  Earl H. Devanny III	01-AUG-2024
0001127602-24-021442	/s/ By: Paul A. Steiner     For: Karen L. Daniel	01-AUG-2024
0001127602-24-021441	By: Paul A. Steiner    For: William Kyle Chapman	01-AUG-2024
0001127602-24-021440	By: Paul A. Steiner    For: Blackford F. Brauer	01-AUG-2024
0001127602-24-021439	By:  Paul A. Steiner  For: Terry Bassham	01-AUG-2024
0001225208-24-007789	Susan E. Grant, by power of atty., for Andrew Baum	02-AUG-2024
0000072331-24-000094	Jennifer L. McDonough on behalf of Christopher L. Mapes	02-AUG-2024
0001669572-24-000008	/s/Brian R. Hole	02-AUG-2024
0001437749-24-024384	/s/ Rosemary Haselroth, by Power of Attorney	02-AUG-2024
0001676532-24-000024	/s/Scott B. Flaherty	02-AUG-2024
0000350852-24-000109	Richard W. Newsom By: Cynthia L Adkins, Attorney-in-Fact	02-AUG-2024
0000350852-24-000108	Richard W. Newsom By: Cynthia L Adkins, Attorney-in-Fact	02-AUG-2024
0000350852-24-000107	Richard W. Newsom By: Cynthia L Adkins, Attorney-in-Fact	02-AUG-2024
0000350852-24-000106	Richard W. Newsom By: Cynthia L Adkins, Attorney-in-Fact	02-AUG-2024
0000350852-24-000105	Richard W. Newsom By: Cynthia L Adkins, Attorney-in-Fact	02-AUG-2024
0001562180-24-005936	Michael G. Andrews under POA for the benefit of Christopher I. Stone	02-AUG-2024
0001562180-24-005935	Michael G. Andrews under POA for the benefit of Joseph H. Jordan	02-AUG-2024
0001415889-24-020572	/s/ Michael Korenko	02-AUG-2024
0001104659-24-085159	/s/ G. Charles Goode, By Power of Attorney	01-AUG-2024
0001104659-24-085158	/s/ G. Charles Goode, By Power of Attorney	01-AUG-2024
0001104659-24-085157	/s/ G. Charles Goode, By Power of Attorney	01-AUG-2024
0001104659-24-085156	/s/ G. Charles Goode, By Power of Attorney	01-AUG-2024
0001104659-24-085155	/s/ G. Charles Goode, By Power of Attorney	01-AUG-2024
0001104659-24-085154	/s/ G. Charles Goode, By Power of Attorney	01-AUG-2024
0001104659-24-085153	/s/ G. Charles Goode, By Power of Attorney	01-AUG-2024
0001104659-24-085152	/s/ G. Charles Goode, By Power of Attorney	01-AUG-2024
0001104659-24-085151	/s/ G. Charles Goode, By Power of Attorney	01-AUG-2024
0001104659-24-085150	/s/ G. Charles Goode, By Power of Attorney	01-AUG-2024
0001104659-24-085149	/s/ G. Charles Goode, By Power of Attorney	01-AUG-2024
0001104659-24-085148	/s/ G. Charles Goode, By Power of Attorney	01-AUG-2024
0001104659-24-085147	/s/ Kathleen M. Boege, Attorney-in-fact for Richard Postma	02-AUG-2024
0001702744-24-000053	/s/ Timothy R. Kraft as Attorney-in-Fact for Stuart E. Heflin, Jr.	02-AUG-2024
0001225208-24-007787	/s/ Bella Loykhter Allaire by Jonathan J. Doyle as Attorney-in-Fact	01-AUG-2024
0001140361-24-035442	/s/ John Dahldorf, Attorney-in-Fact	02-AUG-2024
0001140361-24-035441	/s/ John Dahldorf, Attorney-in-Fact	02-AUG-2024
0001140361-24-035440	/s/ John Dahldorf, Attorney-in-Fact	02-AUG-2024
0000950170-24-089599	Whitney A. Cox, Attorney in Fact (by Power of Attorney filed with the Commission on March 4, 2024)	02-AUG-2024
0001298008-24-000011	/s/ Yossi Almani, by Power of Attorney	02-AUG-2024
0001298008-24-000009	/s/ Yossi Almani, by Power of Attorney	02-AUG-2024
0001718939-24-000128	/s/ Alexander Valdes on behalf of Charles Edward Potts through the Limited Power of Attorney dated 11/01/2023	02-AUG-2024
0001718939-24-000126	/s/ Alexander Valdes on behalf of William McClintock through the Limited Power of Attorney dated 01/23/2022	02-AUG-2024
0001213900-24-064333	/s/ Joseph Swan	02-AUG-2024
0001225208-24-007783	/s/ Joel M. Wine	31-JUL-2024
0001225208-24-007782	/s/ Matthew J. Cox	31-JUL-2024
0000950170-24-089570	Joyce J. Mason	01-AUG-2024
0000950142-24-002099	/s/ Christopher Signorello, as Attorney-in-fact	01-AUG-2024
0000950142-24-002098	/s/ Christopher J. Signorello	01-AUG-2024
0001664272-24-000325	Harry G. Alcock	01-AUG-2024
0000950142-24-002097	/s/ Christopher Signorello, as Attorney-in-fact	01-AUG-2024
0000950142-24-002096	/s/ Christopher Signorello, as Attorney-in-fact	01-AUG-2024
0000950142-24-002095	/s/ Christopher Signorello, as Attorney-in-fact	01-AUG-2024
0000950142-24-002094	/s/ Christopher Signorello, as Attorney-in-fact	01-AUG-2024
0000950142-24-002093	/s/ Christopher Signorello, as Attorney-in-fact	01-AUG-2024
0000950142-24-002092	/s/ Christopher Signorello, as Attorney-in-fact	01-AUG-2024
0000950142-24-002091	/s/ Christopher Signorello, as Attorney-in-fact	01-AUG-2024
0000950142-24-002090	/s/ Christopher Signorello, as Attorney-in-fact	01-AUG-2024
0000907242-24-000010	John Farahi	01-AUG-2024
0000950170-24-089567	/s/ Warren E. Buffett, on behalf of himself and each other reporting person hereunder	01-AUG-2024
0001830210-24-000108	/s/ Tana Murphy, Attorney-in-Fact	01-AUG-2024
0001830210-24-000107	/s/ Tana Murphy, Attorney-in-Fact	01-AUG-2024
0001830210-24-000106	/s/ Tana Murphy, Attorney-in-Fact	01-AUG-2024
0001830210-24-000105	/s/ Tana Murphy, Attorney-in-Fact	01-AUG-2024
0001830210-24-000104	/s/ Tana Murphy, Attorney-in-Fact	01-AUG-2024
0001830210-24-000103	/s/ Tana Murphy, Attorney-in-Fact	01-AUG-2024
0001830210-24-000102	/s/ Tana Murphy, Attorney-in-Fact	01-AUG-2024
0001654954-24-009828	/s/ Joseph Carrabba	01-AUG-2024
0001568100-24-000100	/s/ Irving Gomez, as Attorney-in-Fact for Jennifer Tejada	01-AUG-2024
0001654954-24-009826	/s/ Joseph Carrabba	01-AUG-2024
0000950170-24-089553	/s/ Kenneth O'Brien (Attorney in Fact)	01-AUG-2024
0001903596-24-000460	/s/ John J. Boczar, Attorney-in-Fact for Barton Scot Long.	01-AUG-2024
0001753926-24-001335	/s/ Brigid Makes, Attorney-in-fact	01-AUG-2024
0001958843-24-000001	Carol Ellen Renbaum	01-AUG-2024
0000950170-24-089549	/s/ Todd Aman, Attorney-in-Fact	01-AUG-2024
0000950170-24-089548	/s/ Todd Aman	01-AUG-2024
0001753926-24-001334	/s/ Brigid Makes, Attorney-in-fact	01-AUG-2024
0000950170-24-089547	/s/ Todd Aman, Attorney-in-Fact	01-AUG-2024
0000950170-24-089546	/s/ Todd Aman, Attorney-in-Fact	01-AUG-2024
0000950170-24-089545	/s/ Todd Aman, Attorney-in-Fact	01-AUG-2024
0001104659-24-085016	/s/ Faisal Hasan, attorney-in-fact	01-AUG-2024
0001750219-24-000035	DENNIS CHANG	01-AUG-2024
0001104659-24-085015	/s/ Faisal Hasan, attorney-in-fact	01-AUG-2024
0001104659-24-085014	/s/ Faisal Hasan, attorney-in-fact	01-AUG-2024
0001104659-24-085013	/s/ Faisal Hasan, attorney-in-fact	01-AUG-2024
0001104659-24-085012	/s/ Faisal Hasan, attorney-in-fact	01-AUG-2024
0001104659-24-085010	/s/ Ryan R. Moore	01-AUG-2024
0001104659-24-085009	/s/ Faisal Hasan, attorney-in-fact	01-AUG-2024
0001934737-24-000038	KEVIN WILLIAMS	01-AUG-2024
0001803914-24-000066	/s/ Christopher Riley, as Attorney-in-Fact	01-AUG-2024
0001803914-24-000065	/s/ Christopher Riley, as Attorney-in-Fact	01-AUG-2024
0001803914-24-000064	/s/ Christopher Riley, as Attorney-in-Fact	01-AUG-2024
0001803914-24-000063	/s/ Christopher Riley	01-AUG-2024
0001803914-24-000062	/s/ Christopher Riley, as Attorney-in-Fact	01-AUG-2024
0001803914-24-000061	/s/ Christopher Riley, as Attorney-in-Fact	01-AUG-2024
0001062993-24-014319	/s/ Brad M. Cerepak by John C. Nelson, Attorney in Fact	01-AUG-2024
0001866757-24-000124	/S/ Jeffrey Kuo as Attorney-in-Fact for Jennifer Noel Harris	01-AUG-2024
0001866757-24-000123	/S/ Jeffrey Kuo as Attorney-in-Fact for Attica A. Jaques	01-AUG-2024
0001866757-24-000122	/S/ Jeffrey Kuo as Attorney-in-Fact for Ian Bickley	01-AUG-2024
0001493152-24-029956	ECP ControlCo, LLC, By: /s/ Christopher M. Leininger, Partner and General Counsel	01-AUG-2024
0001493152-24-029955	Energy Capital Partners IV-A, LP, By Energy Capital Partners GP IV, LP, its general partner, By Energy Capital Partners IV, LLC, its general partner, By ECP ControlCo, LLC, its managing member, By /s/ Christopher M. Leininger, Partner and General Counsel	01-AUG-2024
0001493152-24-029955	Energy Capital Partners IV-B, LP, By Energy Capital Partners GP IV, LP, its general partner, By Energy Capital Partners IV, LLC, its general partner, By ECP ControlCo, LLC, its managing member, By /s/ Christopher M. Leininger, Partner and General Counsel	01-AUG-2024
0001493152-24-029955	Energy Capital Partners IV-D, LP, By: Energy Capital Partners GP IV, LP, its GP, By: Energy Capital Partners IV, LLC, its GP, By: ECP ControlCo, LLC, its managing member, By: /s/ Christopher M. Leininger, Partner and General Counsel	01-AUG-2024
0001493152-24-029955	Energy Capital Partners GP IV, LP, By: Energy Capital Partners IV, LLC, its general partner, By: ECP ControlCo, LLC, its managing member, By: /s/ Christopher M. Leininger, Partner and General Counsel	01-AUG-2024
