ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000705432-24-000180	2224463	Common Stock				2024.0				I		401k	
0000705432-24-000180	2224464	Common Stock				1490.0				I		ESOP	
0001437749-24-024580	2224385	Common Stock				0.0				D			
0000072331-24-000101	2223860	NDSN				1507.0	F2			I		Company Savings Plan	
0000072331-24-000099	2223772	NDSN				193.0	F2			I		Company Savings Plan	
0001415889-24-020706	2223530	Common Stock				404436.0				I		See footnote	F3
0001415889-24-020706	2223529	Common Stock				67505.0				I		See footnote	F1
0001402057-24-000142	2223931	Common Stock, par value $0.01				17250.0	F1			I		By the Christine A. Leahy Gift Trust	
0001415889-24-020696	2224284	Registered Shares				22148.0				D			
0001415889-24-020694	2223903	Common Stock				52151.0				D			
0000950170-24-090257	2224797	Common Stock				20000.0				I		By JL Irrevocable Trust	F4
0000950170-24-090257	2224796	Common Stock				20000.0				I		By CM Irrevocable Trust	F4
0000950170-24-090257	2224795	Common Stock				20000.0				I		By EA Irrevocable Trust	F4
0000950170-24-090246	2224772	Class A Common Stock				4389129.0				D	F3, F2, F1		
0000950170-24-090245	2223598	Common Stock				15126917.0				D	F2, F1		
0000950170-24-090242	2224617	Common Stock				12280426.0				D	F2, F1		
0000950170-24-090241	2224268	Common Stock				7034609.0				D	F2, F1		
0000950170-24-090237	2223660	Class A Common Stock				80733607.0				D	F2, F1		
0001171843-24-004413	2223868	Common Shares				32013.0				I		Held by The Digestive Health Clinic Inc.	F2
0001171843-24-004413	2223867	Common Shares				32609.0				I		Held by The New Nijhawan Family Trust 2015	F3
0001171843-24-004413	2223866	Common Shares				341702.0				I		Held by Pardeep Nijhawan Medicine Professional Corporation	F2
0001171843-24-004413	2223869	Common Shares				53104.0				I		Held by 1968160 Ontario Inc.	F2
0000913760-24-000133	2224758	Common Stock				636772.0				I		Through Basic Management Company Inc.	
0001415889-24-020692	2224048	Common Stock				1555642.0				I		By Trust	
0000913760-24-000131	2224358	Common Stock				2000.0				I		By Spouse	
0001261333-24-000103	2224018	Common Stock				139825.0				I		By Trust	F4
0001213900-24-064917	2224168	Common Stock				2530000.0				I	F1		
0001213900-24-064917	2224167	Common Stock				2081000.0				D		Horizon Fund Private Limited	
0000891166-24-000077	2223958	Common Stock				18000.0				I		By Children	
0000891166-24-000077	2223959	Common Stock				2000.0				I		By Spouse	
0000950170-24-090220	2224045	Class C Google Stock Units	F1			19304.0				D			
0000950170-24-090220	2224046	Class C Google Stock Units	F2			24321.0				D			
0000950170-24-090220	2224047	Class A Common Stock				8940.0				D			
0001735276-24-000077	2223953	Common Stock				407.0				I		by Managed Account	F2
0001415889-24-020687	2223821	Common Stock				0.0				I		See footnote	F5
0001415889-24-020687	2223820	Common Stock				0.0				I		See footnote	F4
0001415889-24-020685	2223657	Common Stock				37407.0				I		See footnote	F5
0001062993-24-014392	2224811	Common Stock				2199.0				D			
0001062993-24-014391	2224113	Common Stock				6891.0				D			
0001062993-24-014390	2223552	Common Stock				2154.0				D			
0001415889-24-020684	2224246	Class A Common Stock				1082307.0	F4			I		See footnote	F7
0000730708-24-000194	2223806	Common Stock				93.63				D	F3	Held by spouse	
0000730708-24-000194	2223809	Common Stock				7191.0				I			
0000730708-24-000194	2223808	Common Stock				291225.0				D	F5		
0000730708-24-000194	2223807	Common Stock				73376.0				D	F4		
0000730708-24-000193	2224627	Common Stock				32560.75				D	F5		
0000730708-24-000193	2224625	Common Stock				1782.0				D	F3	Held by Spouse in Trust	
0000730708-24-000193	2224626	Common Stock				18104.0				D	F4	Held by Sherwood Partners, Ltd, family partnership	
0000730708-24-000193	2224628	Common Stock				9356.0				D	F6		
0000730708-24-000193	2224630	Common Stock				51416.0				I			
0000730708-24-000193	2224629	Common Stock				21867.0				I			
0000730708-24-000192	2223918	Common Stock				40.0				I		Shares held by spouse	
0000730708-24-000191	2223630	Common Stock				7000.0				D			
0001865107-24-000067	2223599	Common Stock, $0.001 par value per share				15060.0	F1			D			
0000730708-24-000190	2224337	Common Stock				500.0				D	F6		
0000730708-24-000190	2224338	Common Stock				26000.0				I			
0000730708-24-000190	2224336	Common Stock				500.0				D	F5		
0000730708-24-000190	2224333	Common Stock				1672.0				D		Held in family limited liability company	
0000730708-24-000190	2224334	Common Stock				10000.0				D	F3	Held in family sub-S corporation	
0000730708-24-000190	2224339	Common Stock				8200.0				I			
0000730708-24-000190	2224335	Common Stock				10328.0				D	F4		
0001865107-24-000066	2223933	Common Stock, $0.001 par value per share				14399.0	F1			D			
0000730708-24-000189	2224454	Common Stock				11361.0				D			
0000730708-24-000189	2224453	Common Stock				4688.0				I			
0000730708-24-000189	2224452	Common Stock				6875.0				D	F3	Held by spouse in trust	
0001865107-24-000065	2224332	Common Stock, $0.001 par value per share				22418.0	F1			D			
0000730708-24-000188	2224088	Common Stock				6000.0				D	F3		
0000730708-24-000187	2224331	Common Stock				3000.0				D			
0000730708-24-000186	2224329	Common Stock				72.0				D	F3		
0001865107-24-000064	2224613	Common Stock, $0.001 par value per share				14399.0	F1			D			
0000730708-24-000185	2223964	Common Stock				51.37	F3			D			
0000730708-24-000185	2223963	Common Stock				832.0	F2			D			
0000730708-24-000184	2223525	Common Stock				35853.61				D	F3		
0000730708-24-000184	2223528	Common Stock				3000.0				D	F5		
0000730708-24-000184	2223526	Common Stock				1000.0				D			
0000730708-24-000184	2223527	Common Stock				9110.0				D	F4		
0000730708-24-000183	2224644	Common Stock				17694.0				D	F2		
0000730708-24-000183	2224645	Common Stock				5166.0				D	F3		
0000950170-24-090210	2224761	Class A Common Stock				1340597.0				D			
0000950170-24-090211	2223587	Common Stock				3924.0				I		By Flagship Pioneering, Inc.	F8
0000950170-24-090211	2223586	Common Stock				747897.0				I		By Flagship Ventures Fund IV-Rx, L.P.	F7
0000950170-24-090211	2223585	Common Stock				3880328.0				I		By Flagship Ventures Fund IV, L.P.	F6
0001127602-24-021536	2224089	Common Stock				11515.0				I		By Managed Account	F2
0001592386-24-000082	2223926	Class A common stock				3776.0				D			
0001592386-24-000080	2224129	Class A common stock				3776.0				D			
0002031313-24-000005	2224779	Common Stock				25153.0				D		by ESPP	
0002031313-24-000005	2224782	Common Stock				1138.62				I			
0002031313-24-000005	2224781	Common Stock				1138.62				I		by Son 2	
0002031313-24-000005	2224780	Common Stock				7149.0	F2			I		by Son 1	
0001415889-24-020674	2224442	Class A Common Stock				259863.0				I		By Limited Partnership	F3
0001415889-24-020673	2224800	Common Stock				17041070.0				I		See footnote	F7
0001415889-24-020673	2224802	Common Stock				9500000.0				I		By trust	F9
0001415889-24-020673	2224799	Common Stock				9958430.0				I		See footnote	F6
0001415889-24-020673	2224801	Common Stock				9500000.0				I		By trust	F8
0001415889-24-020671	2223736	Common Stock				3243799.0				I		By trust	F4
0001415889-24-020671	2223735	Common Stock				3243799.0				I		By trust	F3
0001415889-24-020671	2223738	Common Stock				4256201.0				I		By trust	F4
0001415889-24-020671	2223737	Common Stock				4256201.0				I		By trust	F3
0000896262-24-000045	2224390	Common Stock				1.5	F2			I		By 401(k) Plan	
0001818874-24-000172	2223951	Common Stock				139346.0				D			
0001214659-24-013736	2224274	Common Stock				5331.0				I		Irrevocable Trust FBO Sarah N. Blegen	
0001214659-24-013736	2224273	Common Stock				5331.0				I		Irrevocable Trust FBO Theodore F. Blegen	
0001593968-24-001044	2224103	Common Stock				4795.0	F1			D			
0001225208-24-007809	2224190	Common Stock				3000.0				I		by Sanfilippo Family Trust	
0001254386-24-000006	2223609	Class A Common Shares				429357.0				D			
0001415889-24-020658	2224621	Common Stock				187281.0				I		By Trust	F2
0001415889-24-020656	2223741	Common Stock				10000.0				I		By Trust	F2
0001254639-24-000004	2224135	Class A Common Shares				1037746.0				D			
0000923738-24-000024	2223717	Common Stock				7372842.33				I		by Spouse as Trustee	
0000923738-24-000024	2223715	Common Stock				30641981.0				I		by Limited Partnership	
0000923738-24-000024	2223716	Common Stock				44025.0				I		by 188 Corp	
0001237441-24-000005	2224152	Class A Common Shares				91282.0				D			
0001104659-24-085471	2223969	Common Stock, $0.001 par value				1191307.0				I		See footnotes	F3, F2, F1
0001104659-24-085471	2223970	7.875% Series D Preferred Stock				1020135.0				I		See footnotes	F3, F2, F1
0001558979-24-000007	2224719	Class A Common Shares				83012.0				D			
0001971761-24-000006	2224177	Class A Common Shares				0.0				D			
0000950170-24-090171	2223934	Common Stock				211527.0				I		See footnote 1.	F1
0001610717-24-000411	2224436	Common Stock				25424.0				I		Trust	F5
0001610717-24-000411	2224438	Common Stock				465604.0				I		Trust	F7
0001610717-24-000411	2224437	Common Stock				25424.0				I		Trust	F6
0000897069-24-001615	2224439	Common Stock				6668.0				I		By CorLyst, LLC	
0001690820-24-000288	2224266	Class A Common Stock				950000.0				I		Ernest C. Garcia III Multi-Generational Trust III	F2
0001690820-24-000288	2224267	Class A Common Stock				850000.0				I		Ernest Irrevocable 2004 Trust III	F3
0001025996-24-000211	2223844	Common stock, par value $0.01 per share				16892.03				D			
0001025996-24-000210	2224106	No securities are beneficially owned				0.0				D			
0002031313-24-000003	2224544	Common Stock				1138.62				I			
0002031313-24-000003	2224540	Common Stock				25153.0	F1			D		by Trust	
0002031313-24-000003	2224541	Common Stock				63036.92				I		by ESPP	
0002031313-24-000003	2224542	Common Stock				7106.0	F2			I		by Son 1	
0002031313-24-000003	2224543	Common Stock				1138.62				I		by Son 2	
0001415889-24-020652	2224520	Common Stock				4287.0				I		Shares held by the ESOP	
0001506307-24-000106	2223614	Class P Common Stock				277950.0				I		By Trust	F2
0001506307-24-000105	2223532	Class P Common Stock				2026048.0				I		By Limited Partnership	F4
0001506307-24-000103	2224803	Class P Common Stock				75.0				I		By Spouse	F4
0001506307-24-000103	2224804	Class P Common Stock				286.0				I		By 401(k) Plan	
0001867096-24-000141	2223605	Common Stock				25000.0	F2			I		Charles R. McCulloch Trust dated 1990	
0001867096-24-000141	2223606	Common Stock				2000.0	F2			I			
0001867096-24-000141	2223604	Common Stock				1451953.0	F1			D		By Spouse	
0001415889-24-020646	2224532	Common Stock				166.0				I		By  Spouse	
0001415889-24-020646	2224533	Common Stock				245909.0				I		By Trust	F12
0001415889-24-020646	2224534	Common Stock				1245.0	F13			I		By Trust	F14
0001415889-24-020646	2224535	Common Stock				28170.0				I		By Trust	F15
0001415889-24-020646	2224536	Common Stock				324518.0				I		By Trust	F16
0001415889-24-020646	2224537	Common Stock				45596.0				I		By Trust	F17
0000897069-24-001608	2223875	Common Stock				8335.0				I		By CorLyst, LLC	
0001127602-24-021533	2224558	Common Stock (Savings Plan)				4179.33				I		Savings Plan	
0000897069-24-001606	2224109	Common Stock				30985.0				I		By Young-Plaisance Revocable Trust	
0000897069-24-001606	2224110	Common Stock				10786.0				I		By Family Entities	
0000897069-24-001606	2224111	Common Stock				18544.0				I		By CorLyst, LLC	
0000950170-24-090100	2224571	Common Stock				12500.0				I		By Charis Michelle Richison Trust	F21
0000950170-24-090100	2224567	Common Stock				1012.0				I		By Charles Banks Pedersen 2022 Irrevocable Trust	F17
0000950170-24-090100	2224566	Common Stock				1012.0				I		By Sage Elizabeth Richison 2022 Irrevocable Trust	F16
0000950170-24-090100	2224565	Common Stock				1012.0				I		By Kase Gabriel Richison 2022 Irrevocable Trust	F15
0000950170-24-090100	2224564	Common Stock				1012.0				I		By Lane West Richison 2022 Irrevocable Trust	F14
0000950170-24-090100	2224563	Common Stock				1012.0				I		By Rome West Pedersen 2023 Irrevocable Trust	F13
0000950170-24-090100	2224562	Common Stock				1012.0				I		By Faye Penelope Richison 2023 Irrevocable Trust	F12
0000950170-24-090100	2224568	Common Stock				253.0				I		By Ava L. Richison 2012 Irrevocable Trust	F18
0000950170-24-090100	2224570	Common Stock				56.0				I		By Abrie R. Richison 2012 Irrevocable Trust	F20
0000950170-24-090100	2224569	Common Stock				253.0				I		By Ian D. Richison 2012 Irrevocable Trust	F19
0001127602-24-021529	2224399	Depositary Shares (Preferred Stock, Series C)	F1			320.0				D			
0001127602-24-021529	2224398	Common Stock				5718.0				D			
0001062993-24-014375	2223613	Humana Common				2179.0				I		See Footnote	F1
0001127602-24-021527	2224699	Common Stock				30566.0				I		By Trust	
0001127602-24-021527	2224700	Common Stock				7000.0				I			
0001127602-24-021527	2224697	Common Stock				18712.0				D		By Family Trust	
0001127602-24-021527	2224698	Common Stock				12798.0				I		By GRAT	
0000313616-24-000214	2224065	Common Stock				30765.0				I		By Trust	
0000313616-24-000212	2224204	Common Stock				8826.3				I		By 401(k)	
0001065280-24-000204	2224515	Common Stock				2201541.0	F28			I		by Trust	
0001127602-24-021525	2223919	Common Stock				98100.0				D			
0001127602-24-021522	2224755	Common Stock				28700.0				D			
0001415889-24-020643	2224687	Common Shares				173750.0				D	F4		
0001415889-24-020643	2224686	Common Shares				94120.0				I		Trust	F3
0001415889-24-020643	2224685	Common Shares				229151.0				I		IRA Accounts	F2
0001127602-24-021521	2223623	Common Stock				865179.0				I		By Family Trust	
0001127602-24-021521	2223622	Common Stock				15366.96	F2			I		By 401(k)	
0001127602-24-021521	2223624	Common Stock				120000.0				I		By LP	
0001127602-24-021520	2224679	Common Stock				367.58				I		Gallagher 401(k) plan account	
0001127602-24-021520	2224678	Common Stock				3165.0				I		By Spouse	F2
0001127602-24-021518	2223724	Common Stock				118374.0				D			
0001127602-24-021518	2223723	Common Stock				3975.14	F2			I		By 401(k)	
0001104659-24-085421	2224126	Common Stock				300000.0				I		See Footnote	F3
0001127602-24-021516	2223667	Common Stock				411954.0				D			
0001127602-24-021516	2223666	Common Stock				7635.51	F2			I		By 401(k)	
0001104659-24-085419	2224634	Common Stock				35592.0				I		401(k) Plan	F3
0001127602-24-021515	2223987	Common Stock				391151.0				I		By Joint Trust	
0001127602-24-021515	2223986	Common Stock				12267.02	F2			I		By 401(k)	
0001127602-24-021513	2224408	Common Stock				5287.45	F2			I		By 401(k)	
0001127602-24-021513	2224409	Common Stock				568655.0				D			
0001437749-24-024500	2224035	Common Stock				3124.0				I		By 401(k)	
0001045810-24-000247	2223815	Common Stock				29684280.0				I		The Jen-Hsun Huang 2016 Annuity Trust II Agreement	
0001045810-24-000247	2223814	Common Stock				29684280.0				I		The Lori Lynn Huang 2016 Annuity Trust II Agreement	
0001045810-24-000247	2223813	Common Stock				50078000.0				I		By Irrevocable Remainder Trust	F28
0001045810-24-000247	2223812	Common Stock				22280000.0				I		By Irrevocable Trust	F27
0001045810-24-000247	2223811	Common Stock				49489560.0				I		By Partnership	F26
0001045810-24-000247	2223810	Common Stock				604387280.0				I		By Trust	F25
0001127602-24-021511	2224052	Common Stock				2165.17	F2			I		By 401(k)	
0001127602-24-021511	2224053	Common Stock				328129.0				D			
0001062993-24-014371	2223803	Class A Common Stock				35.0				D			
0001499832-24-000106	2224056	Class B Common Stock				200083.0	F2			D			
0001127602-24-021510	2224283	Common Stock				395500.0				I		By Trust	
0001127602-24-021510	2224282	Common Stock				167000.0				I		By Family Trust	
0000950170-24-090052	2224318	Common Stock				2483107.0				I		Joseph K. Belanoff and Katherine A. Blenko Revocable Living Trust DTD 01/29/02	F2
0000919574-24-004260	2223523	Common Stock				606866.0				D	F2		
0001127602-24-021509	2224465	Common Stock, par value $0.01 per share				10282.0				D			
0001499832-24-000102	2224391	Class B Common Stock				492663.0	F3			D			
0000929638-24-002712	2224102	Common Stock				1002207.0				I		See Footnotes	F3, F1
0000868671-24-000083	2224407	Common Stock				5138.0				I		IRA	
0001104659-24-085401	2223565	Common Stock				6100.0				I		By Spouse	
0001415889-24-020633	2224247	Common Stock				62316.49				D	F1		
0001415889-24-020633	2224248	Common Stock				12509.4				I		Employee Stock Ownership Plan	F2
